question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did Mrs. Tittlemouse live?,explicit,in a bank under a hedge,,,explicit,in a bank under a hedge,,
2,local,2,character,,Who was the most terribly tidy particular little mouse?,explicit,Mrs. Tittlemouse,,,explicit,Mrs. Tittlemouse,,
3,local,2,action,,What did Mrs. Tittlemouse do when a beetle came into her house?,explicit,clattered her dustpan,,,explicit,clattered her dust-pan,,
4,local,6,causal relationship,,Why did Mrs. Tittlemouse need to ask for help?,explicit,She pulled out moss and three or four other bees put their heads out.,,,explicit,three or four other bees put their heads out and buzzed fiercely,,
5,local,6,causal relationship,,Why didn't Mrs. Tittlemouse want to ask Mr. Jackson for help?,explicit,He never wiped his feet.,,,explicit,he never wiped his feet,,
6,local,6,setting,,Where did Mr. Jackson live?,explicit,"in a drain below the hedge, in a very dirty wet ditch",,,explicit,in a drain below the hedge,in a very dirty wet ditch,
7,local,7,causal relationship,,Why did Mr. Jackson come into Mrs.Tittlemouse's house?,implicit,He was wet.,He had to dry himself.,,implicit,he needed to dry himself,,
8,local,11,action,,What did Mr. Jackson do to remove the bees?,explicit,pulled out the bees nest,,,explicit,pulled out the bees-nest,,
9,local,11,action,,What did Mrs.Tittlemouse do to to her front door?,explicit,made the front door too small for Mr. Jackson to enter,,,implicit,close up,,
10,local,12,character,,Who did Mrs. Tittlemouse invite to her party?,explicit,five mice,,,explicit,five other little mice,,
11,local,13,feeling,,How did Mr. Jackson feel when he could not enter Mrs.Tittlemouse's house?,explicit,not at all offended,,,explicit,not at all offended,,
12,local,13,action,,What did the little mice do when Mr.Jackson could not enter Mrs. Tittlemouse's house?,explicit,They handed him out acorn-cupful honeydew through the window.,,,explicit,handed him acorn-cupfuls of honey-dew through the window,,
13,local,12,action,,What did Mrs. Tittlemouse do after she finished cleaning up the house?,explicit,"She gave a party to five other little mice, without Mr. Jackson.",,,explicit,gav a party to five other little mice,,
14,local,12,causal relationship,,Why did Mr. Jackson come to the party even though he was not invited?,explicit,He smelt the party and came up the bank.,,,explicit,he smelt the party,,
15,local,13,action,,What did Mr. Jackson do to join the party after seeing that he could not fit through the front door?,explicit,sat outside,,,explicit,sat outside in the sun,,
16,local,11,prediction,feeling,How will Mrs. Tittlemouse feel after seeing her house is a mess?,implicit,upset,mad,angry,implicit,upset,unhappy,
