question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did a man and his wife live long years ago?,explicit,old Japan,Province of Echigo,,,,,
2,local,1,character,,Who was the joy and pride of both their lives?,implicit,their daughter,,,,,,
3,local,1,action,,What did the family do when the baby was just thirty days old?,explicit,visited the temple,,,,,,
4,local,1,causal relationship,,Why was her third birthday perhaps the most important occasion of all?,explicit,Her first OBI of scarlet and gold was tired round her small waist.,She had crossed the threshold of girlhood and left infancy behind.,,,,,
5,local,1,action,,What did the girl do when she was seven years old?,explicit,learned to talk and to wait upon her parents,,,,,,
6,local,1,action,,What could not be found in the whole Island Empire?,explicit,a happier little family,,,,,,
7,local,2,outcome resolution,,What happened because the father had been suddenly summoned to the capital?,explicit,There was much excitement in the home.,,,,,,
8,local,2,action,,What kind of journey was that from Matsuyama to Kyoto?,implicit,difficult,long,tiring,,,,
9,local,2,action,,What was difficult about the journey from Matsuyama to Kyoto?,explicit,The roads were bad.,Ordinary people had to walk every step of the way.,,,,,
10,local,3,action,,What did the wife do because her husband had to leave?,explicit,helped her husband get ready for the long journey,,,,,,
11,local,3,action,,What did the wife wish?,explicit,she could accompany him,,,,,,
12,local,3,feeling,,How did the family feel to separate?,implicit,sad,upset,woeful,,,,
13,local,3,causal relationship,,Why did the little girl smile?,explicit,She was ignorant of the sorrow of parting,did not know that going to the capital was at all different from walking to the next village,,,,,
14,local,3,action,,What did the wife do as the husband said goodbye?,implicit,cried,shed tears,,,,,
15,local,4,action,,What did the little girl request from her father?,explicit,a present,,,,,,
16,local,4,causal relationship,,Why was it so difficult for the father to leave?,explicit,They had never been separated before.,,,,,,
17,local,4,causal relationship,,Why did the father go even though he wanted to stay?,explicit,the call was imperative,,,,,,
18,local,5,action,,What must the girl and her mother do while the father is gone?,explicit,take care of everything,,,,,,
19,local,5,action,,What did the mother ask the father to bring back?,explicit,a doll,,,,,,
20,local,5,causal relationship,,Why would the girl be happy when her father returns?,implicit,He would bring her a present.,She loved him.,She would miss him while he was away.,,,,
21,local,6,action,,What did the wife do while the husband was away?,explicit,made winter clothes for the three of them,directed the little girl's games and taught her to read,,,,,
22,local,6,feeling,,How did the wife feel while her husband was gone?,explicit,lonely,,,,,,
23,local,6,action,,What did the husband do after his business finished?,implicit,came home,returned home,journeyed back,,,,
24,local,6,outcome resolution,,What happened because of the man's difficult journey?,implicit,He did not look the same.,He was roughed up by the traveling and weather.,He was sunburnt.,,,,
25,local,6,action,,What did the wife and child do when they saw the man?,explicit,flew to meet him from the other side,caught hold of one of his sleeves,,,,,
26,summary,"5,6",prediction,action,What will the man give his daughter when they return home?,explicit,a doll,,,,,,
27,local,7,action,,What did the father use to hold the doll and cakes?,explicit,a bamboo basket,,,,,,
28,local,7,feeling,,How did the daughter feel when she received the doll?,explicit,delighted,,,,,,
29,local,8,causal relationship,,Why did the wife not know what the gift was?,implicit,She had never seen a mirror before.,She did not know what a mirror was.,,,,,
30,local,8,causal relationship,,Why did the wife never see a mirror before?,explicit,She had been born and bred in the rural province of Echigo.,,,,,,
31,local,8,feeling,,How did the woman feel when she first saw the gift?,explicit,surprise,wonder,,,,,
32,local,8,setting,,Where had been using mirrors since ancient times?,explicit,the capital,,,,,,
33,local,8,character,,What did it mean if a woman kept her mirror bright and clear?,explicit,Her heart is pure and good.,,,,,,
34,local,9,causal relationship,,Why did the wife treasure the gift?,explicit,It represented her soul.,token of remembrance while he had been away,,,,,
35,local,9,action,,What did the wife do because her husband was tired?,explicit,set about serving the evening meal and making everything as comfortable as she could,,,,,,
36,local,9,action,,What did the father do that evening?,explicit,tell of his journey and all he had seen at the great capital,,,,,,
37,local,10,action,,How did the daughter help her mother?,explicit,took her part in the housekeeping,,,,,,
38,local,10,action,,What sorrow broke up the happiness of the family?,explicit,The wife was one day taken ill.,,,,,,
39,local,11,causal relationship,,Why were the father and daughter not particularly anxious at first?,explicit,thought that it was only a cold,,,,,,
40,local,11,outcome resolution,,What happened because the wife got sick?,explicit,The girl never left her mother's side.,The doctor was puzzled.,The father and mother were stricken with grief.,,,,
41,summary,"8,11",prediction,action,What will the wife give the daughter?,explicit,the mirror,,,,,,
42,local,12,outcome resolution,,What happened to the mother after she gave the daughter the mirror?,implicit,She passed away.,She died.,,,,,
43,local,13,causal relationship,,Why did the daughter decide to get the mirror?,implicit,She remembered her mother's words.,She missed her mother.,She was sad her mother was gone.,,,,
44,local,14,character,,Who did the daughter think she saw in the mirror?,explicit,her mother,her mother's soul,,,,,
45,local,14,character,,Who did the daughter really see in the mirror?,implicit,herself,her own reflection,,,,,
46,local,15,character,action,What did the daughter grow to in?,explicit,the likeness of her dead mother's character,,,,,,
47,local,15,action,,What did the man do after a year passed?,explicit,married again,,,,,,
48,local,15,causal relationship,,Why was it a trying position for the daughter to be under the authority of a step-mother?,implicit,She missed her mother.,She was sad her own mother was gone.,,,,,
49,local,16,action,,How did the step-mother treat the daughter?,explicit,unkindly,,,,,,
50,local,16,causal relationship,,Why did the man not pay attention to the step-mother's complaints?,explicit,He knew this was to be expected.,,,,,,
51,local,16,outcome resolution,,What happened because of the woman's grumblings?,explicit,made the man think of his daughter more,,,,,,
52,summary,"15,17",action,,What did the woman see the girl doing?,implicit,looking in the mirror,talking to the mirror,,,,,
53,local,18,action,,What did the step-mother say the daughter was doing?,explicit,"made an image of her and was trying to kill her by magic art, curing her daily",,,,,,
54,local,19,causal relationship,,Why did the father think the step-mother's story was believable?,explicit,noticed that his daughter stayed much in her room of late and kept herself away from every one,,,,,,
55,summary,"16,20",causal relationship,,Why had the girl been unhappy for a long time?,explicit,The step-mother treated her poorly.,She missed her mother.,,,,,
56,local,20,causal relationship,,Why was the girl surprised to see her father?,explicit,He generally sent of her when he wished to speak to her.,,,,,,
57,local,20,causal relationship,,Why did she slip the mirror into her sleeve?,explicit,She had never told any one of her mother's last promise.,She had kept it as the sacred secret of her heart.,,,,,
58,local,21,causal relationship,,Why was the girl frightened by the father's severity?,explicit,Never had he spoken to her in such a tone.,,,,,,
59,summary,"20,21",causal relationship,,Why did the daughter look guilty?,implicit,Her father knew she was hiding something.,Her father saw she was bent over something very intently.,,,,,
60,local,21,action,,What did the father do because he thought the daughter was cursing the step-mother?,implicit,scolded her,chastised her,yelled at her,,,,
61,local,22,action,,What made the daughter confused at the father's words?,explicit,She had never heard of the superstition that by praying over an image it is possible to cause the death of a hated person.,,,,,,
62,local,22,action,,How did the father plan to clear up his doubts once and for all?,implicit,check his daughter's sleeves,look for what the daughter has hidden in her sleeve,,,,,
63,local,23,outcome resolution,,What happened because the girl wanted to clear herself?,explicit,slipped the mirror out from her long sleeve and laid it before him,confessed how she had cherished her mother's memory,,,,,
64,local,23,causal relationship,,Why was the father confused by the daughter's explanation for the mirror?,explicit,He could not understand the simplicity of his daughter's character in not knowing that what she saw reflected in the mirror was her own face.,,,,,,
65,local,26,causal relationship,,Why did the daughter forgive her step-mother?,explicit,the sweetness of the girl's disposition,,,,,,
