question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where was the ancient Capital of Japan?,explicit,Nara,,,,,,
2,local,1,character,,Who was Prince Toyanari Fujiwara?,explicit,a wise State minister,,,,,,
3,local,1,character,,What was Prince Toyanari Fujiwara's wife like?,explicit,"noble, good, and beautiful",,,,,,
4,local,1,causal relationship,,What was the couple's one cause for great sorrow?,explicit,No child was born to them.,,,,,,
5,local,1,outcome resolution,,What happened because no child was born to the couple?,explicit,This made them very unhappy.,,,,,,
6,local,1,causal relationship,,Why did the couple hope for a child?,explicit,"gladden their old age, carry on the family name, and keep up the ancestral rites when they were dead",,,,,,
7,local,1,causal relationship,,Why did the Prince and his lovely wife go to the temple of Hase-no-Kwannon?,explicit,They believed the Mother of Mercy comes to answer the prayers of mortals in the from that they need the most.,,,,,,
8,local,1,action,,What did the couple ask for at the temple?,explicit,a child,,,,,,
9,local,1,feeling,,How did the couple feel because they did not have a child?,implicit,sad,unsatisfied,upset,,,,
10,local,2,outcome resolution,,What happened because Prince Toyonari and his wife prayed at the temple?,explicit,A daughter was born at last to the Princess Murasaki.,,,,,,
11,local,2,causal relationship,,Why was the child named Hase-Hime?,explicit,She was a gift of the Kwonnon at that place.,,,,,,
12,local,2,feeling,,How did Prince Toyonari and his wife feel when they had a daughter?,explicit,happy,excited,satisfied,,,,
13,local,3,action,,What happened when the little girl was five years old?,explicit,Her mother fell dangerously ill.,,,,,,
14,local,4,action,,How did Hase-Hime grow up?,explicit,"as her mother had wished, a good and obedient little Princess",,,,,,
15,local,4,action,,What did Prince Toyonari do after the death of his first wife?,explicit,married again,,,,,,
16,local,4,character,,Who was Princess Terute?,explicit,a lady of noble birth,,,,,,
17,local,4,character,,What kind of heart did Princess Terute have?,explicit,"cruel, bad heart",,,,,,
18,local,4,action,,How did Princess Terute treat Hase-Hime?,explicit,unkindly,meanly,,,,,
19,local,5,action,,What were Hase-Hime's favorites studies?,explicit,music and poetry,,,,,,
20,local,5,causal relationship,,Why did Hase-Hime treat her step-mother kindly?,explicit,She had been trained by her own good mother.,,,,,,
21,local,5,causal relationship,,Why did Lady Terute have no cause for complaint against Hase-Him?,explicit,Hase Hime obeyed her in every way and never gave any trouble.,Hase Hime waited upon her step-mother kindly.,,,,,
22,local,5,action,,What instrument did Hase-Hime learn?,explicit,the koto,,,,,,
23,local,5,outcome resolution,,What happened because Hase-Hime played so beautifully?,explicit,She and her step-mother were summoned to the Palace to perform before the Emperor.,,,,,,
24,local,6,feeling,,How did the festivities of the Cherry Flowers make the Emperor feel?,implicit,happy,excited,joyful,,,,
25,local,6,action,,What did the Emperor command?,explicit,Princess Hase should perform before him on the koto.,Princess Terute should accompany her on the flute.,,,,,
26,local,6,causal relationship,,Why did the Emperor sit behind a curtain of finely-sliced bamboo and purple tassels?,explicit,No ordinary subject was allowed to look upon his sacred face.,,,,,,
27,local,7,action,,How did Hase-Hime astonish her masters?,explicit,her wonderful memory and talent,,,,,,
28,local,7,outcome resolution,,What happened because Princess Terute never took the trouble to practice daily?,explicit,broke down her accompaniment and had to request one of the Court ladies to take her place,,,,,,
29,local,7,feeling,,How did Princess Terute feel because she failed?,explicit,furiously jealous,,,,,,
30,local,7,action,,What did the Emperor do because the little Princess played well?,explicit,sent many beautiful gifts to the little Princess,,,,,,
31,local,7,prediction,action,What will Princess Terute do because she hates Hase-Hime?,implicit,try to kill Hase-Hime,try to get rid of Hase-Hime,,,,,
32,local,7,action,,What good fortune did Princess Terute have?,explicit,a son born to her,,,,,,
33,local,7,causal relationship,,Why did Princess Terute wish Hase-Hime was not there?,explicit,Her son would have all the love of his father.,,,,,,
34,summary,"7,8",outcome resolution,,What happened because Princess Terute never learned to control her self?,explicit,She allowed this wicked thought to grow into the awful desire of taking her step-daughter's life.,,,,,,
35,local,8,causal relationship,,Why did Princess Terute put poison in some wine?,implicit,She wanted to poison Hase-Hime.,She wanted to trick Hase-Hime.,,,,,
36,local,8,action,,What were Hase-Hime and her brother doing?,explicit,playing,enjoying themselves,laughing merrily with their attendants,,,,
37,summary,"8,9",causal relationship,,Why did Hase-Hime take the cup of wine?,implicit,She didn't know it was poisoned.,Her step-mother offered it to her.,,,,,
38,local,10,outcome resolution,,What happened because Princess Terute grew nervous?,explicit,She poured out the wine hurriedly and unconsciously gave the poisoned cup to her own child.,,,,,,
39,local,10,feeling,,How did the Princess Terute feel when learned she gave the wrong cup to her son?,implicit,angry,sad,upset,,,,
40,local,11,outcome resolution,,What happened because Princess Terute lost her child?,explicit,She began to hate Hase-Hime more than ever.,She eagerly watched for an opportunity to do her harm.,,,,,
41,summary,"5,11",action,,How had Hase-Hime become a poetess of some merit?,explicit,She was very diligent.,She would spend several hours practicing every day.,,,,,
42,local,12,action,,What disturbed the Emperor's rest day and night?,explicit,the roaring of the torrents of water rushing along a narrow bed,,,,,,
43,local,12,action,,What did the Imperial Edict command?,explicit,priests to offer up continuous prayers to Heaven to stop the noise of the flood,,,,,,
44,local,13,action,,What was whispered in Court circles?,explicit,Princess Hase was the most gifted poetess of the day.,,,,,,
45,local,13,action,,What was requested of Princess Hase?,explicit,write a poem and offer it in prayer,,,,,,
46,local,14,causal relationship,,Why was Hase-Hime afraid when she heard what was required of her?,explicit,Heavy was the duty that was laid on her young shoulders.,saving the Emperor's life by the merit of her verse,,,,,
47,local,14,feeling,,How did Hase-Hime feel when she heard the request?,explicit,fear and astonishment,,,,,,
48,local,14,action,,What was the poem written on?,explicit,a leaflet of paper heavily flecked with gold-dust,,,,,,
49,summary,"14,15",outcome resolution,,What happened after the poem was read?,explicit,"The waters ceased their roaring, and the river was quiet.",,,,,,
50,summary,"12,15",causal relationship,,How did the ceasing of the water roar allow the Emperor to recover in his health?,implicit,He could now sleep soundly.,He would be able to sleep peacefully.,He would no longer be bothered by the sound of the water.,,,,
51,local,15,causal relationship,,Why was Hase-Hime give the rank of Chinjo?,implicit,She was rewarded for stopping the water.,She was rewarded for helping the Emperor.,,,,,
52,local,15,prediction,feeling,How will Hase-Hime's step-mother feel when she hears of Hase-Hime's success?,implicit,angry,jealous,upset,,,,
53,local,16,causal relationship,,Why was Hase-Hime's step-mother mortified to see her step-daughter do well?,explicit,brooding over the death of her own child,,,,,,
54,local,16,action,,What did Hase-Hime's father do when the step-mother tried to tell him lies?,explicit,told her sharply that she was quite mistaken,,,,,,
55,local,16,action,,What did the step-mother do in her husband's absence?,explicit,ordered one of her old servants to take the innocent girl to the Hibari Mountains and kill her there,,,,,,
56,summary,"16,17",character,,Who was Katoda?,explicit,the step-mother's old servant,the step-mother's vassal,,,,,
57,local,17,causal relationship,,Why did Katoda defy the step-mother's orders?,explicit,knew that the young Princess was quite innocent of all the things her step-mother had invented to him as reasons for her outrageous orders,determined to save her life,,,,,
58,local,17,character,,Who took care of the Princess?,explicit,Katoda,two good old people,Katoda and his wife,,,,
59,local,18,outcome resolution,,What happened because Prince Toyonari thought his daughter had run away?,explicit,He was nearly ill with anxiety.,,,,,,
60,local,18,causal relationship,,Why did Prince Toyonari call his men together for a hunt?,explicit,to forget his terrible worry,,,,,,
61,local,18,setting,,Where did Prince Toyonari ride to?,explicit,the district of the Hibari Mountains,,,,,,
62,local,18,prediction,character,Who will Prince Toyonari find in the mountains?,explicit,Hase-Hime,,,,,,
63,local,19,causal relationship,,Why did Prince Toyonari approach the cottage?,explicit,He distinctly heard a beautiful clear voice reading aloud.,curiosity as to who could be studying so diligently in such a lonely spot,,,,,
64,local,20,feeling,,How did Hase-Hime feel when she saw her father?,implicit,happy,overjoyed,elated,,,,
65,local,21,action,,What did Katoda do after bowing?,explicit,poured out the long tale of wrong,told him all that had happened and how it was that he found his daughter in such a  wild and desolate spot,,,,,
66,local,21,outcome resolution,,What happened because the step-mother heard what had happened?,explicit,She fled from the house and returned in disgrace to her father's roof and nothing more was heard of her.,,,,,,
67,local,22,character,,Who did the little Princess owe her life to?,explicit,Katoda,,,,,,
68,local,22,character,,Who was adopted and married to Hase-Hime?,explicit,a younger son of one of the Court nobles,,,,,,
