question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was as pretty as a ripe apple?,explicit,the king's daughter,,,,,,
2,local,1,causal relationship,,Why were two or three men dawdling around the house every day?,implicit,They wanted to marry the king's daughter.,They came to ask the king's daughter to marry them.,,,,,
3,local,2,character,,How many sons did the well off man have?,explicit,three,,,,,,
4,local,2,action,,What did Boots do all day?,explicit,nothing but sit poking in the warm ashes,,,,,,
5,local,2,causal relationship,,Why did Peter want a try at befooling the king?,explicit,It would be a fine thing to have a princess in the family.,,,,,,
6,local,3,causal relationship,,Why was peter given a whipping?,implicit,because he did not fool the king,he tried and failed to fool the king,,,,,
7,local,3,character,,Who decided to try to befool the king after Peter?,explicit,Paul,,,,,,
8,summary,"3,4",action,,What did Paul say was sitting in the tree?,explicit,a crow,,,,,,
9,local,4,causal relationship,,Why did his father let Boots go to the king?,implicit,He was annoyed by Boots' begging.,He wanted to be rid of Boots' teasing.,,,,,
10,local,4,action,,What did Boots ask to have?,explicit,the old tattered hat that hung back of the chimney,,,,,,
11,local,5,character,,Who was the first person Boots met on his way to the King?,explicit,an old woman,,,,,,
12,local,5,setting,,Where did Boots and the old woman go togethe?,explicit,the king's house,,,,,,
13,local,6,action,,What did Boots call his cap?,explicit,a fooling cap,,,,,,
14,local,6,character,,Who did the King ask Boots to fool?,explicit,that old body yonder with the pots and the crocks,,,,,,
15,local,7,outcome resolution,,"What happened when Boots yelled out ""Break pots, break pots""?",implicit,the old woman started breaking her pots,the old woman did as he said,,,,,
16,local,7,action,,What did the king offer in exchange for the hat?,explicit,a whole bag of gold money,,,,,,
17,local,8,outcome resolution,,What happened when the king blew into the hat?,explicit,He did not befool so much as a single titmouse.,,,,,,
18,local,8,action,,What did Boots buy with the bag of gold?,explicit,the finest clothes that were to be had in the town,,,,,,
19,local,9,character,,Who did the King ask Boots to fool?,explicit,The high-councillor,,,,,,
20,local,10,action,,What did Boots put over his read hair?,explicit,a black wig,,,,,,
21,local,11,action,,How much money does the councillor offer the wise man in the end?,explicit,a hundred dollars,,,,,,
22,local,12,outcome resolution,,What happened when the councillor crawled into the sack?,implicit,Boots closed the sack and started walking toward the king's house,Boots flung the sack and councillor over his shoulder and headed to the king.,,,,,
23,local,13,action,,What did Boots bring with him to the king's house the next morning?,explicit,his mouse in his box,,,,,,
24,local,14,character,,How many maidens stoof in the great room?,explicit,eighty-one,,,,,,
25,local,14,causal relationship,,Why was there screaming and hubbub?,implicit,because Boots released a mouse into the room,because a mouse ran out of the box and among the maidens,,,,,
26,local,15,causal relationship,,Why did the king let Boots marry the princess?,explicit,The king could think of nothing more to set Boots to do.,,,,,,
