question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was the son of Ness?,explicit,Conchubar,,,,,,
2,local,1,setting,,Where did Conchubar hold his court?,explicit,in the palace of Emain Macha,,,,,,
3,local,1,character,,Who asked Conchubar's mother for her hand in marriage?,explicit,Fergus,,,,,,
4,local,1,causal relationship,,Why did Ness become unkind and trecherous?,explicit,an unkindness had been done to her,,,,,,
5,local,1,action,,What did Ness plan to get from Fergus?,explicit,the kingdom,,,,,,
6,local,2,action,,How did Ness get the chief men of Ulster on her side?,explicit,gave great presents,,,,,,
7,local,2,outcome resolution,,What happened at the end of the year?,explicit,Conchubar kept the kingship.,Fergus kept the wife.,,,,,
8,local,2,causal relationship,,Why was Conchubar making a feast?,explicit,"for the marriage of his sister Dechtire with Sualtim, son of Roig",,,,,,
9,local,2,action,,What did Dechtire drink with the wine?,explicit,a mayfly,,,,,,
10,local,2,outcome resolution,,What happened to Dechtire after she drank the wine?,explicit,fell into a deep sleep,,,,,,
11,local,2,character,,Who was the mayfly?,explicit,Lugh of the Long Hand,,,,,,
12,local,2,setting,,Where did Lugh and the others fly to?,explicit,the dwelling-place of the Sidhe,Brugh na Boinne,,,,,
13,local,3,action,,What did Conchubar and his chief men see from the window?,explicit,a great flock of birds,,,,,,
14,local,3,feeling,,How did the men of Ulster feel when the saw the birds destroying all before them?,explicit,vexed,,,,,,
15,local,4,setting,,Where did Fergus come to?,explicit,a very small poor-looking house,,,,,,
16,local,4,causal relationship,,Why did Bricriu not want to go to the poor-looking house?,explicit,neither room nor provisions nor coverings in it,,,,,,
17,local,4,character,,"Who stood at the door of the grand, new, well-lighted house?",explicit,a young man wearing armour,,,,,,
18,local,4,action,,What did Bricriu say he was missing?,explicit,fifty young girls,,,,,,
19,summary,"4,5",character,,Who was the young woman beside the young man?,explicit,Dechtire,,,,,,
20,local,5,action,,What did Dechtire give Bricriu?,explicit,a purple cloak with gold fringes,,,,,,
21,local,5,causal relationship,,Why couldn't Conchubar see the mistress of the house?,explicit,She was in the pains of childbirth.,,,,,,
22,local,6,character,,Who did Conchubar suggest should bring up the child?,explicit,Finchoem,,,,,,
23,local,6,action,,What did Conchubar hear?,explicit,the cry of a child,,,,,,
24,local,6,outcome resolution,prediction,What will happen if the child is given to Blai's care?,explicit,The child will not suffer from want of care or from forgetfulness.,,,,,,
25,local,7,character,,Who did Sencha say should settle who would raise the child?,explicit,Morann the judge,,,,,,
26,local,8,causal relationship,,Why did Morann say Conchubar should raise the child?,explicit,"to help the child to a good name, for he was next of kin to him",,,,,,
27,local,8,character,,Who did the child become known as?,explicit,"Setana, son of Sualtim",,,,,,
28,local,1,causal relationship,,Why did Fergus agree to Ness' request to let Conchubar hold the kingdom for a year?,implicit,He loved Ness.,"Even though Conchubar was called the king, he was not the real king.",The men of Ulster said Fergus would always be their king.,,,,
29,local,2,causal relationship,,Why did no one know what happened to Dechtire?,implicit,Dechtire turned into a bird.,"Dechtire flew to Brugh na Boinne, the dwelling-place of the Sidhe.",Dechtire did not tell anyone that she was going to leave.,,,,
30,local,3,causal relationship,,Why did Conchubar and his men follow the birds?,implicit,The birds were beautiful.,The birds had strange behavior.,Conchubar and his men were curious about the mysterious flock of birds.,,,,
31,local,4,causal relationship,,Why did Conchubar tell his people to find a place to spend the night?,implicit,It was night.,They needed to rest.,They were tired from chasing the birds.,,,,
32,local,5,causal relationship,,Why did Bricriu decide not to tell Conchubar that he found the missing girls?,implicit,He wanted to get money out of Conchubar.,He knew Conchubar would give anything for the girls.,,,,,
