question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who had one son and one daughter?,explicit,an old couple,,,,,,
2,local,1,setting,,Where did the old couple live?,explicit,in a hut under a grove of palm trees,,,,,,
3,local,1,causal relationship,,Why wasn't the family happy together anymore?,explicit,"The father became very ill, and felt he was going to die.",,,,,,
4,local,1,causal relationship,,Why did the father lay on the floor?,explicit,No one had any beds in that country.,,,,,,
5,local,1,action,,What choices did the father give to his children?,explicit,have his blessing or his property,,,,,,
6,local,1,action,,What did the son choose?,explicit,his property,,,,,,
7,local,1,action,,What did the daughter choose?,explicit,his blessing,,,,,,
8,local,2,feeling,,How did the family feel after the father died?,implicit,sad,upset,,,,,
9,local,2,causal relationship,,Why did the mother pass away?,explicit,attacked by a disease,,,,,,
10,local,2,action,,What choices did the mother give to her children?,explicit,blessing or property,,,,,,
11,local,2,action,,What did the son choose after his mother asked him?,explicit,property,,,,,,
12,local,2,action,,What did the daughter choose after her mother asked her?,explicit,blessing,,,,,,
13,local,3,action,,What did the son save for the girl?,explicit,a small pot and a vessel,,,,,,
14,local,3,causal relationship,,Why couldn't the girl use the vessel?,explicit,She had no corn to clean.,,,,,,
15,local,3,action,,How was the girl able to have supper?,implicit,Her neighbor gave her corn.,She received corn after giving her neighbor her pot.,,,,,
16,local,3,causal relationship,,Why did the neighbor need the girl's pot?,explicit,Her pot had cracked in the fire.,,,,,,
17,local,3,outcome resolution,,What happened after the girl lent her pot to her neighbor?,explicit,"Next day another woman borrowed her pot, and then another and another.",,,,,,
18,local,3,causal relationship,,Why were there many women who needed the girl's pot?,explicit,Never were known so many accidents as befell the village pots at that time.,,,,,,
19,local,3,outcome resolution,,What happened after the girl planted the pumpkin seed?,explicit,"It sprang up, and gave her many pumpkins.",,,,,,
20,local,4,action,causal relationship,How did the brother know what his sister was doing?,explicit,"A youth from her village passed through the place where the girl's brother was, and the two met and talked.",,,,,,
21,local,5,feeling,,How did the brother feel after he heard about his sister?,implicit,jealous,envious,,,,,
22,local,5,action,,What did the brother do after he felt jealous of his sister?,implicit,stole the pot and mortar,took the pot and mortar from her home,,,,,
23,local,5,action,,How did the sister notice her pot was gone?,explicit,"sought for the pot to cook her corn for breakfast, she could find it nowhere",,,,,,
24,local,5,causal relationship,,Why did the sister believe a thief must had stolen her pot and mortar?,implicit,She could not find them.,Everyone wanted to use her pot.,,,,,
25,local,5,action,,How was the girl able to get another pot and mortar?,implicit,exchanged corn for them,traded corn for them,,,,,
26,local,5,action,,What did the girl do after her pot and mortar were missing?,explicit,went and saw if any of her pumpkins were ripe,,,,,,
27,local,5,action,,What did the girl give her neighbors in exchange for corn?,explicit,pumpkins,,,,,,
