question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,How did the old man and wife support themselves?,explicit,cultivating a small plot of land,,,,,,
2,local,1,action,,What was the sorrow of the old man and his wife?,explicit,They had no child.,,,,,,
3,local,1,character,,Who was Shiro?,explicit,Their pet dog.,,,,,,
4,local,1,causal relationship,,Why did the old man and his wife lavish all their affection on Shiro?,explicit,They had no child.,,,,,,
5,local,1,character,,What did Shiro look like?,explicit,a small wolf,,,,,,
6,local,1,outcome resolution,,What happened because the old man and his wife loved the dog so much?,explicit,Whenever they had anything nice to eat they denied themselves to give it to Shiro.,,,,,,
7,local,2,causal relationship,,Why did the man eat a frugal supper of rice and vegetables?,implicit,He was poor.,He did not have a lot of food.,,,,,
8,local,2,action,,What was the happiest hour for the old man and his dog?,explicit,When the man returned from his work in the field.,,,,,,
9,local,2,action,,What did the man do after he ate his supper?,explicit,take what he had saved from the meal out to the little veranda that ran round the cottage,,,,,,
10,local,2,action,,"What did Shiro do when the old man said ""Chin, chin!""?",explicit,sat up and begged,,,,,,
11,local,2,character,,Who lived next door to the good old couple?,explicit,another old man and his wife who were both wicket and cruel,,,,,,
12,local,3,action,,What did the old man hear?,explicit,Shiro barking for a long time in the field.,,,,,,
13,local,3,feeling,,How did the old man feel as he watched Shiro dig?,explicit,bewilderment,,,,,,
14,local,3,action,,What did Shiro do when he saw his master?,explicit,"ran to meet him, wagging his tail. Seizing the end of his kimono, he dragged him under a large yenoki tree",,,,,,
15,local,3,causal relationship,,Why was Shiro barking and digging?,implicit,There was something in the ground.,He wanted to dig up something underneath.,There was something buried underneath.,,,,
16,local,3,prediction,action,What will the old man do after seeing Shiro dig?,implicit,help him dig,get a shovel,,,,,
17,local,4,action,,What did the old man do when the idea struck the man?,explicit,"ran back to the house, fetched his spade, and began to dig the ground at that spot",,,,,,
18,local,4,action,,What did the old man find underground?,explicit,a heap of old and valuable coins,,,,,,
19,local,4,outcome resolution,,What happened after digging for some time?,explicit,He came upon a heap of old and valuable coins.,,,,,,
20,local,4,outcome resolution,,What happened the deeper the man dug?,explicit,the more gold coins did he find,,,,,,
21,local,4,causal relationship,,Why did the old man not see the cross face of his neighbor?,explicit,He was so intent on his work.,,,,,,
22,local,4,feeling,,How did the dog feel when the old man found all the coins?,explicit,pride,,,,,,
23,local,4,feeling,,How did the old man feel finding all the coins?,implicit,excited,surprised,elated,,,,
24,local,4,prediction,action,What will the cross old neighbor do after seeing the coins that the old man found?,implicit,try to find his own treasure,ask to borrow Shiro,,,,,
25,local,5,outcome resolution,,What happened because the old man was grateful to his dog?,explicit,He loved and petted him more than ever.,,,,,,
26,summary,"4,5",action,,How did the poor old man become rich?,explicit,He came upon a heap of old and valuable coins.,,,,,,
27,local,5,feeling,,How did the cross old neighbor feel when he saw the old man's treasure?,explicit,envious,,,,,,
28,local,5,causal relationship,,Why did the cross old man ask to borrow Shiro?,implicit,He wanted his own treasure.,He hoped Shiro would take him to treasure.,,,,,
29,local,6,outcome resolution,,What happened because the good old man was too kind hearted?,explicit,He consented to lend the dog on condition that the should be taken great care of.,,,,,,
30,local,6,feeling,,How did the old man feel about his neighbors request?,implicit,confused,surprised,suspicious,,,,
31,local,6,causal relationship,,Why was Shiro unwilling to follow the wicked old man?,implicit,The wicked old man treated him poorly.,The old man was mean to him.,,,,,
32,local,7,action,,What did Shiro do to free himself from the old man's grasp?,explicit,scratch and dig,,,,,,
33,local,7,causal relationship,,Why was the old man pleased at Shiro's scratching and digging?,explicit,He at once supposed that some gold coins lay buried under his tree.,,,,,,
34,local,7,action,,What did the old man come upon?,explicit,a refuse heap,,,,,,
35,local,9,feeling,,How did the old man feel when Shiro did not return?,explicit,anxious,,,,,,
36,local,9,causal relationship,,Why did the neighbor confess to killing Shiro without shame?,implicit,He was a bad person.,He was wicked.,He was evil.,,,,
37,local,9,causal relationship,,Why did the old man want the yenoki tree?,explicit,in remembrance of his poor dog Shiro,,,,,,
38,local,10,action,,What did the old man make from the trunk of the tree?,explicit,a mortar,,,,,,
39,local,10,outcome resolution,,What happened when the wife put rice into the mortar and pounded it?,explicit,It began to increase in quantity gradually till it was about five times the original amount.,The cakes were turned out of the mortar as if an invisible hand were at work.,,,,,
40,local,10,action,,What did the old man and his wife do in memory of his dog?,explicit,made a festival to the memory of his dog Shiro,,,,,,
41,local,11,causal relationship,,Why did Shiro reward the old man and his wife?,explicit,their faithful love to him,,,,,,
42,local,11,causal relationship,,Why were the couple never troubled about food?,explicit,They lived upon the cakes with which the mortar never ceased to supply them.,,,,,,
43,local,11,action,,What did the greedy neighbor do in order to borrow the mortar?,explicit,pretended that he sorrowed for the death of Shiro and wished to make cakes for a festival to the dog's memory.,,,,,,
