question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was Little Miss Muffet's father?,explicit,a big banker,,,,a big banker,,
2,local,1,causal relationship,,Why was Miss Muffet a personage of great importance?,explicit,She was an only child.,,,,The little girl was an only child.,,
3,local,1,character,,What was Nurse Holloweg's job?,explicit,look after all the maids and see they did their tasks properly,,,,look after all the maids and see they did their tasks properly,,
4,summary,"2,3",prediction,feeling,How will Miss Muffet feel about seldom seeing her parents and scarcely knowing them when she did see them?,implicit,unhappy,upset,sad,,unhappy,,
5,local,3,causal relationship,,Why did no one know the name Little Miss Muffet was christened by?,explicit,"Everyone had called her ""Miss Muffet"" since she could remember.",,,,"Everyone had called her ""Miss Muffet"" since she could remember.",,
6,local,4,action,,What did Miss Muffet do because she was not allowed to do what she wanted?,explicit,"became sullen and irritable, and scolded everyone about her, and lived a very unhappy life",,,,"became sullen and irritable, and scolded everyone about her, and lived a very unhappy life",,
7,local,5,outcome resolution,,What happened when Miss Muffet's mother suddenly thought of her daughter?,explicit,She rang the bell and asked for Nurse Holloweg.,,,,rang the bell and asked for Nurse Holloweg,,
8,local,5,action,,What did the doctor advise the Nurse to do about Miss Muffet?,explicit,Take her away into the country as soon as possible.,,,,Take her away into the country as soon as possible,,
9,local,6,action,,What went with Little Miss Muffet into the country?,explicit,the string of maids and a wagon-load of boxes and trunks,,,,the string of maids and a wagon-load of boxes and trunks.,,
10,local,7,prediction,action,What will Little Miss Muffet do after seeing the farmer driving an empty cart?,explicit,"catch on the end of the cart, and actually climb into it",,,,"ran and caught on the end of the cart, and actually climbed into it",,
11,local,8,feeling,,How did Miss Muffet feel after jumping into the cart?,explicit,happy,,,,happy,,
12,local,8,setting,,Where did the farmer stop the cart?,explicit,a small wooden farm-house,,,,a small wooden farm-house,,
13,local,10,action,,What did the wife do to wake up Miss Muffet?,explicit,shook her by the arm,,,,shook the girl by the arm,,
14,local,10,outcome resolution,,How did the wife say Miss Muffet would earn her living?,explicit,help her make the cheeses,,,,helping her make the cheeses,,
15,local,12,setting,,Where did Miss Muffet sit?,explicit,a tuffet in the orchard,,,,tuffet,,
16,local,13,causal relationship,,Why did the woman laugh?,explicit,She was not afraid of spiders.,,,,She was not afraid of spiders.,,
17,local,13,causal relationship,,Why did Miss Muffet feel glad to go back?,explicit,She was very glad to get back again to those who would care for her and not ask her to work making cheeses.,,,,She was very glad to get back again to those who would care for her and not ask her to work making cheeses.,,
18,local,12,feeling,,How did Miss Muffet feel when she saw the black spider?,explicit,frightened,,,,frightened,,
19,local,12,action,,What did Miss Muffet spill as she tipped backward off the tuffet?,explicit,the curds and whey,,,,curds and whey,,
