question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who had failed to pass his examinations for the doctorate?,explicit,Liu I,,,,,,
2,local,2,character,,Who was youngest daughter of the Dragon-King of the Sea of Dungting?,explicit,the woman,,,,,,
3,local,2,causal relationship,,Why did the woman complain to her step-parents?,explicit,Her husband ill-treated and disowned her.,,,,,,
4,local,2,feeling,,How did the woman feel when she finished telling Liu I her story?,implicit,sad,upset,unhappy,,,,
5,local,2,action,,What did the woman want Liu I to do?,explicit,give a letter to her father,,,,,,
6,local,3,prediction,action,How will Liu I find the woman's father?,explicit,find an orange-tree on the southern shore of the Sea,,,,,,
7,local,4,feeling,,How did Liu I feel after hearing the woman's story?,implicit,sad,upset,unhappy,,,,
8,local,6,action,,What did Liu I notice about these rain-sheep?,explicit,"noticed that these sheep walked around in proud, savage fashion, quite different from ordinary sheep",,,,,,
9,summary,"6, 7",prediction,outcome resolution,What will happen when Liu I reaches the Sea of Dungting?,explicit,A warrior will emerge from the waves of the sea.,,,,,,
10,summary,"10, 11",causal relationship,,Why was the king interested in the sacred book of the fire?,explicit,The king wanted to find a way in which fire and water may complete each other.,,,,,,
11,summary,"11, 12",character,,"Who was the man in a purple robe, bearing a scepter of jade in his hand?",explicit,the king,,,,,,
12,summary,"13, 14",prediction,action,What will the king do when Liu I gives him the letter?,explicit,"hide his face in his sleeve and say with a sigh: ""It is my own fault.""",,,,,,
13,summary,"15, 16",causal relationship,,Why did the king want to keep this matter from Tsian Tang?,explicit,The king feared Tsian Tang would cause great damage.,,,,,,
14,summary,"17, 18",prediction,,What will Liu I do when he sees the red dragon?,explicit,fall to earth in terror,,,,,,
15,local,22,action,,What did the King give Liu I?,explicit,the horn of a rhinoceros,,,,,,
16,local,23,action,,What did Tsian Tang want to do for the princess?,explicit,find another husband for her,,,,,,
17,local,24,causal relationship,,Why was Liu I angered by Tsian Tang?,explicit,Liu I was angered by the careless way in which Tsian Tang spoke to him.,,,,,,
18,summary,"24, 25",prediction,action,What will Tsian Tang do when Liu I is angered?,explicit,apologize,,,,,,
19,local,28,causal relationship,,Why was Liu I wealthier than all of his neighbors?,explicit,Liu I sold no more than a hundredth part of what he had received.,,,,,,
20,summary,"28, 29",prediction,outcome resolution,What will happen when Liu I finds a wife?,implicit,The wife will be the Princess of Dungting Sea.,The Princess of Dungting Sea will reveal her identity to him.,,,,,
21,local,29,causal relationship,,Why was the Princess of the Dungting Sea disguised as a human maiden?,explicit,The Princess of the Dungting Sea's family feared Liu I might take exception to her family.,,,,,,
22,local,30,causal relationship,,Why did the Princess of the Dungting Sea want Liu I to come back with her to the Sea of Dungting?,explicit,"The dragons lived for ten thousand years, and Liu I would share their longevity.",,,,,,
23,local,33,action,,What did Liu I give to his cousin?,explicit,fifty pills,,,,,,
