question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,feeling,,How did the miller feel when his daughter was grown up?,explicit,anxious that she should be well married and taken care of,,,,,,
2,local,1,setting,,Where was the suitor's house?,explicit,a long way in the wood,,,,,,
3,local,2,causal relationship,,Why did the bridegroom leave ashes on the path?,implicit,so the girl could find his house,to lead the way to his house,,,,,
4,local,2,setting,,What stood in the middle of the dark wood?,explicit,a lonely house,,,,,,
5,summary,"2,3",character,,Who's voice did the girl hear when she entered the house?,explicit,a bird who was hanging in a cage by the wall,,,,,,
6,local,3,character,,Who sat in the cellar?,explicit,a very old woman,,,,,,
7,local,4,action,,What did the old woman hide the girl behind?,explicit,a great cask,,,,,,
8,local,5,causal relationship,,"What did the old woman put in the wine that made the men stretch on the cellar floor, sleeping and snoring?",explicit,sleeping stuff,,,,,,
9,summary,"2,6",action,,What showed them the way home?,explicit,the peas and lentils,,,,,,
10,local,6,character,,Who did the girl tell about all that had happened to her?,explicit,her father,,,,,,
11,local,7,character,,Who assembled at the wedding day?,explicit,the friends and neighbors,,,,,,
12,local,7,action,,What does the bridegroom ask the bride to do?,implicit,tell a story,tell them something,,,,,
13,local,9,action,,What did the bride draw forth and show to the company?,explicit,the finger with the ring,,,,,,
14,local,9,outcome resolution,,What happened to the robber and his whole gang after the bride told her story?,explicit,they were condemned and executed,,,,,,
