question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,How does the story describe Jack?,explicit,"a boy of bold temper, and took delight in hearing or reading of conjurers, giants, and fairies, and used to listen eagerly to the deeds of the knights of King Arthur's Round Table",,,,,,
2,local,2,causal relationship,,Why did the giant wade over the mainland?,implicit,"in search of prey such as oxen, sheep, and hogs",,,,,,
3,local,3,action,,What did Jack take with him to the mount?,explicit,"a horn, a shovel, a pickaze, his armor, and a dark lantern",,,,,,
4,local,3,causal relationship,,Why did Jack blow the horn?,implicit,to wake up the giant and have him come out of the den,,,,,,
5,local,4,character,,What is the name of the another giant?,explicit,Blunderbore,,,,,,
6,local,4,outcome resolution,,What did the giant do after seeing Jack?,explicit,carried him to his castle where he locked him up in a large room,,,,,,
7,local,5,action,,What did Jack throw over the giants' head?,explicit,a strong cord with a slip-knot at each end,,,,,,
8,local,6,action,,Who did Jack find searching through all the rooms?,explicit,three ladies tied up by the hair of the heads almost starved to death,,,,,,
9,local,6,causal relationship,,Why were the ladies starving?,explicit,because the refused to eat the flesh of their won dead husbands,,,,,,
10,local,7,action,,How did Jack describe himself to the Welsh giant?,explicit,a traveler who had lost his way,,,,,,
11,local,7,causal relationship,,Why couldn't Jack fall asleep?,explicit,because he was weary,,,,,,
13,local,8,action,,What did Jack do to trick the giant?,implicit,Jack laid a large thick billet of wood in the bed and hid himself in a dark corner of the room.,,,,,,
14,local,10,action,,What did the giant bring as breakfast?,explicit,two great bowls of hasty-pudding,,,,,,
15,local,10,causal relationship,,Why did Jack slip the hasty-pudding into his bag?,explicit,Jack wanted to make the giant believe that he could eat as much as himself.,,,,,,
16,local,10,outcome resolution,,What happened when Jack rup up the leathern bag?,explicit,All the hasty-pudding tumbled out upon the floor.,,,,,,
17,local,11,action,,What did Jack furnish himself with?,explicit,"a horse, a cap of knowledge, a sword of sharpness, shoes of swiftness, invisble coat",,,,,,
18,local,12,action,,What was the monstrous giant doing?,explicit,dragging along by the hair of the heads a handsome knight and his lady,,,,,,
19,local,13,causal relationship,,Why did Jack refuse against the knight and his lady's offer of reward?,implicit,because he cannot be easy till he find out the monster's habitation,,,,,,
20,local,14,character,,What happened to the duke's daughter?,implicit,She was seized as she was alking in her father's farden and was transformed into a deer.,,,,,,
21,local,16,causal relationship,,Why did Jack blow the trumpet?,implicit,to cause the giant's overthrow,,,,,,
22,local,17,outcome resolution,,What happened when Jack's fame spread through the whole country?,implicit,He married the duke's daughter and lived in joy and contentment.,,,,,,
