question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who lived in Telemarken?,explicit,a peasant,,,,,,
2,local,1,outcome resolution,,What happened because of the peasant's bad luck with his cattle?,explicit,He lost his house and holding.,,,,,,
3,local,1,action,,What did the peasant do with what little he had?,explicit,bought a bit of land that lay off to one side,,,,,,
4,local,1,character,,Who was the man to the peasant?,explicit,a neighbor,,,,,,
5,local,1,action,,How did the peasant know the man must be one of the underground people?,explicit,The man's farm-holding was handsome and prosperous and in fine condition.,,,,,,
6,local,2,causal relationship,,Why did the neighbor want the peasant to move his cow-stable?,explicit,It was in his way.,,,,,,
7,local,2,feeling,,How did the peasant feel about the neighbor's request?,implicit,unwilling,reluctant,,,,,
8,local,2,causal relationship,,Why did it seem foolish to the peasant to tear down his stable?,explicit,He put it up only this summer.,The long winter night was approaching.,He could not count on help.,,,,
9,local,3,character,,Who owned the place down below that the peasant had come to?,explicit,his neighbor,,,,,,
10,local,3,causal relationship,,What made the peasant lose his appetite?,explicit,Something fell down into his food from above.,,,,,,
11,local,3,setting,,Where did the things that fell down from above come from?,explicit,the peasant's stable,,,,,,
12,local,3,feeling,,How did the neighbor feel about the placement of the peasant's stable?,implicit,unhappy,frustrated,annoyed,,,,
13,local,3,action,,What did the neighbor promise to the peasant if he were to move his stable?,explicit,He shall never go short of pasture nor good crops.,,,,,,
14,local,4,action,,How did the peasant know his neighbor was helping him?,explicit,"At night, when all slept, the building of the new stable went forward just as it did by day.",,,,,,
15,local,4,outcome resolution,,What happened when there was a year of scarcity?,explicit,The peasant thought of selling or slaughtering half his herd.,,,,,,
16,local,4,action,,How did the neighbor treat the peasant after he moved his stable?,implicit,politely,kindly,neighborly,,,,
