question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was Tawara Toda?,explicit,a brave warrior,My Lord Bag of Rice,Fujiwara Hidesato,,,,
2,local,1,prediction,action,What will Fujiwara Hidesato do in the story?,explicit,change his name,,,,,,
3,local,1,character,,How many names did Tawara Toda have?,implicit,three,,,,,,
4,local,2,causal relationship,,Why did Tawara Toda sail forth in search of adventure?,explicit,He had the nature of a warrior.,He could not bear to be idle.,,,,,
5,local,2,action,,What did Tawara bring with him?,explicit,two swords,his huge bow,his quiver,,,,
6,local,2,setting,,Where did Seta-no-Karashi span?,explicit,Lake Biwa,,,,,,
7,local,2,action,character,What laid right across his path?,explicit,a huge serpent-dragon,,,,,,
8,local,2,character,,What did the serpent-dragon's body look like?,explicit,the trunk of a large pine tree,,,,,,
9,local,2,action,,What was the serpent-dragon doing when Tawara arrived?,explicit,"seemed to be asleep, and as it breathed, fire and smoke came out of its nostrils",,,,,,
10,local,3,action,,What were Hidesato's two choices at the sight of the horrible reptile?,explicit,turn back or walk right over its body,,,,,,
11,local,3,causal relationship,,Why did Hidesato decide to walk over the dragon's body?,explicit,He was a brave man.,,,,,,
12,local,4,character,,Who called Hidesato from behind?,explicit,a strange-looking man,,,,,,
13,local,4,character,,What was the strange-looking man wearing?,explicit,a crown in the shape of a dragon's head,sea-green dress was patterned with shells,,,,,
14,local,4,feeling,,How did Hidesato feel when he saw the strange-looking man?,implicit,confused,surprised,curious,,,,
15,summary,"2,3,4",prediction,character,Who will the strange-looking man turn out to be?,explicit,the serpent-dragon,Dragon King of the Lake,,,,,
16,local,4,action,,What did the Dragon King request Hidesato to do?,explicit,kill his mortal enemy the centipede,,,,,,
17,local,5,setting,,Where did the centipede live?,explicit,the mountain beyond,,,,,,
18,local,6,causal relationship,,Why was the centipede the Dragon King's enemy?,explicit,Night after night it came and carried off one of his family.,He was powerless to save his family.,,,,,
19,local,6,causal relationship,,Why did the Dragon King wait on the bridge in the shape of the horrible serpent-dragon?,explicit,in hope that some strong brave man would come along,,,,,,
20,local,6,action,,How did the Dragon King know Hidesato was a man of great courage?,explicit,He was the first man he had found able to look at him without fear.,,,,,,
21,local,5,prediction,action,How will Hidesato help the Dragon King?,explicit,kill his mortal enemy the centipede,,,,,,
22,local,7,causal relationship,,Why did Hidesato readily promise to do what he could to help the Dragon King?,explicit,Hidesato felt very sorry for the Dragon King.,,,,,,
23,local,7,setting,,Where did the Dragon King say to wait for the centipede?,explicit,the palace of the lake,,,,,,
24,local,7,causal relationship,,Why did Hidesato's clothes not feel damp as he passed through the flood?,explicit,The waters parted to let them pass.,,,,,,
25,local,7,feeling,,How did Hidesato feel when he saw the palace?,explicit,impressed,amazed,awe,,,,
26,local,7,character,,Who waited upon the Dragon King and his guest?,explicit,dainty goldfishes,red carp,silvery trout,,,,
27,summary,"5,8",character,prediction,Who will be the cause of the shaking?,explicit,the centipede,,,,,,
28,local,8,outcome resolution,,What happened because of the beautiful music and dancing?,explicit,banished all thoughts of the centipede,,,,,,
29,local,8,action,,What did they eat off of?,explicit,crystallized lotus leaves and flowers,,,,,,
30,local,9,action,,What did the warrior see on the opposite mountain?,explicit,two great balls of glowing fire,,,,,,
31,local,9,action,,What did the Dragon King do at the side of the glowing fire?,explicit,stood by the warrior's side trembling with fear,,,,,,
32,local,9,character,,What were the two balls of fire?,explicit,the centipede's eyes,,,,,,
33,local,9,feeling,,How did Hidesato feel when he saw the centipede?,implicit,brave,fearless,,,,,
34,local,9,action,,What did Hidesato ask for to kill the centipede?,explicit,his bow and arrows,,,,,,
35,local,10,action,,Where did the arrow hit the centipede?,explicit,the middle of its head,,,,,,
36,local,10,causal relationship,,Why did the arrows not hurt the centipede?,explicit,The centipede was invulnerable to weapons.,,,,,,
37,local,10,causal relationship,,Why did the Dragon King lose heart and begin to tremble with hear?,explicit,The brave warrior's arrows were powerless to kill the centipede.,,,,,,
38,summary,"10,11",causal relationship,,Why did Hidesato not launch another arrow?,explicit,only one arrow left,The centipede was invulnerable to weapons.,,,,,
39,local,12,action,,What were deadly to centipedes?,explicit,human saliva,,,,,,
40,summary,"5,10,11,12",causal relationship,,Why was this no ordinary centipede?,implicit,It was huge.,It killed people.,It was strong.,,,,
