question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,causal relationship,,Why was the woman unhappy?,explicit,because she had no children,,,,,,
2,local,1,action,,What did the woman promise?,implicit,to take back the little girl when she is twelve years old,,,,,,
3,local,2,action,,How does Letiko describe Sunball?,explicit,a fine tall gentleman,,,,,,
4,local,2,action,,What did Letiko forget to do?,explicit,to close up the keyhole,,,,,,
5,local,2,action,,How did Sunball carry Letiko away?,explicit,He sent a ray through the keyhole.,,,,,,
6,local,3,causal relationship,,Why was Letiko mourning while fetching the straws?,implicit,She missed her mother.,,,,,,
7,local,4,causal relationship,,Why did Letiko stay long near the water?,implicit,because her petticoat is too long and hinders her in walking,,,,,,
8,local,6,causal relationship,,Why were the foxes declined as the deliverers?,explicit,because they will eat and drink Letiko when they grow hungry,,,,,,
9,local,6,action,,Who did Sunball choose at the end as the deliverers?,explicit,the hares,,,,,,
10,local,7,action,,What did the hares order Letiko to do while they graze?,explicit,to remain on top of the tree,,,,,,
11,local,7,action,,What came under the tree?,explicit,a lamia,,,,,,
12,local,9,action,,What did the people say when the lamia asked if they saw any pass?,explicit,We are planting beans.,,,,,,
14,local,10,action,,What are the three animals that told the mother of Letiko's return?,explicit,"dog, cat, and cock",,,,,,
15,local,11,causal relationship,,Why did the mother grant the hare a silver tail?,implicit,because she was pleased about the fact that it had brought Letiko back,,,,,,
