question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What were the king's three daughters like?,explicit,young and beautiful,,,,,,
2,local,1,character,,What were the differences among the daughters?,explicit,"The two older sisters were haughty in their thoughts and manners, while the youngest was sweet and friendly.",,,,,,
3,local,1,character,,Who was the most beautiful of the three sisters?,explicit,the youngest,,,,,,
4,local,2,action,,What did the king's daughters talk about?,explicit,their husbands-to-be,,,,,,
5,local,2,causal relationship,,Why did the two princesses laugh and joke about the youngest princess?,implicit,She did not care who she married.,She did not care if she married.,,,,,
6,local,2,prediction,,Who will the king's daughters marry?,implicit,They will marry someone exactly as they wished.,a man with golden hair and beard and a man with silver hair and beard,,,,,
7,local,3,feeling,,How did the youngest daughter feel about her marriage?,implicit,sad,upset,,,,,
8,local,4,causal relationship,,Why did the youngest princess have to go afoot to her castle?,explicit,Her husband had neither coach nor driver.,,,,,,
9,local,4,setting,,Where did the young princess and lame dog come to?,explicit,a great forest,a magnificent castle,great mansion,,,,
10,local,4,prediction,character,To whom will the castle belong?,explicit,The castle will belong to the dog.,,,,,,
11,local,5,feeling,,How did the princess feel when she saw the castle?,explicit,surprised,,,,,,
12,local,5,action,,What did the dog request of the princess?,explicit,never look at him while he is asleep,,,,,,
13,local,5,causal relationship,,Why did the princess not say a word about the dog being a human being?,explicit,She remembered her promise.,did not wish to cross her husband's will,,,,,
14,local,6,feeling,,What did the princess begin to feel for the dog?,explicit,a great affection,,,,,,
15,local,6,action,,What did the dog do every day?,explicit,ran off and did not reappear until it was evening and the sun had set,,,,,,
16,local,6,action,,How did the dog treat the princess?,explicit,kindly,friendly,,,,,
17,local,6,causal relationship,,Why did time pass slowly?,explicit,She was so much alone.,,,,,,
18,local,6,causal relationship,,Why did the princess want to visit her sister?,implicit,She was bored.,She missed them.,,,,,
19,local,7,feeling,,How did the sisters feel to be reunited?,explicit,happy,,,,,,
20,local,7,feeling,,How did the older sisters feel about their marriages?,implicit,unhappy,discontent,,,,,
21,local,8,action,,What did the older sisters do when they heard of the youngest princess's happiness?,explicit,did not stop prying and questioning,,,,,,
22,local,8,outcome resolution,,What happened because both sisters continually spoke about the dog and the youngest princess's own curiosity awoke once more?,explicit,She forgot her husband's command.,,,,,,
23,local,9,action,,How did the king's daughter plan to see the dog at night?,explicit,use a little lamp and light it in order to see him in his true shape,,,,,,
24,local,9,feeling,,How did the youngest princess feel when she saw the dog at night?,explicit,astonishment,,,,,,
25,local,9,action,,What did the lame dog turn into at night?,explicit,handsomest youth,,,,,,
26,local,9,causal relationship,,Why did the dog raise quietly?,explicit,He thought she was sleeping and did not wish to wake her.,,,,,,
27,local,10,causal relationship,,Why could the princess not take her eyes from the youth?,implicit,He was too handsome.,She loved him.,She longed for him.,,,,
28,local,10,prediction,action,What will the dog do when he finds out the princess has broken her promise?,implicit,run away,leave home,,,,,
29,local,11,outcome resolution,,What happened because the princess's hand trembled?,explicit,A warm drop of oil fell on the youth and he awoke.,,,,,,
30,local,11,feeling,,How did the youth feel when he saw what the princess had done?,explicit,terrified,,,,,,
31,local,11,action,,What did the princess do when the lame dog limped out into the forest?,explicit,"ran after him, wringing her hands and weeping bitterly, and begging him to return",,,,,,
32,local,13,causal relationship,,Why did the princess refuse the little toad's help?,implicit,She could never love someone else as much as the lame dog.,She can never love anyone else better.,,,,,
33,summary,"13,14,15,16",character,,Who offered their help to the princess as she wept in the forest?,explicit,a little toad,a big gray wolf,a monstrous big lion,,,,
34,local,17,outcome resolution,,What happened because the princess unloosed the lion's chains?,explicit,The lion turned into a handsome young prince.,,,,,,
35,local,17,causal relationship,,Why would the prince and princess never be parted again?,explicit,The prince has been released from his enchantment and the princess has proved her faith toward him in every way.,,,,,,
