question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,What did the king reign over?,explicit,a great kingdom,,,,,,
2,local,1,character,,Who was loved above everything else in the world?,explicit,the little girl,,,,,,
3,local,1,causal relationship,,Why was there grief throughout the land?,explicit,The queen fell ill and died.,The queen had been beloved of all.,,,,,
4,local,1,causal relationship,,Why would the king not marry again?,explicit,He loved his queen too much.,He grieved for the queen.,,,,,
5,local,1,feeling,,How did the king feel when the queen fell ill and died?,implicit,sad,devastated,,,,,
6,local,2,character,,What did the king's daughter become with each succeeding day?,explicit,taller and more beautiful,,,,,,
7,local,2,character,,Who was among the women who waited on the princess and carried out her commands?,explicit,A woman who had formerly been married and had two daughters.,,,,,,
8,local,2,action,,What did the woman do when the queen died?,explicit,She at once began to plan how she might marry the king.,,,,,,
9,local,2,causal relationship,,Why did the woman want to marry the king?,explicit,Her daughters might be kept like royal princesses.,,,,,,
10,local,2,action,,How did the woman plan to marry the king?,explicit,"drew the young princess to her, paid her the most fulsome compliments on everything she said and did, and was forever bringing the conversation around to how happy she would be were the king to take another wife",,,,,,
11,local,2,prediction,outcome resolution,What will happen because the woman paid the young princess fulsome compliments on everything she said and did?,implicit,The woman and king will marry.,The woman will treat the girl poorly.,,,,,
12,summary,"2,3",causal relationship,,Why did the princess believe that the woman knew all there was to know about everything?,implicit,The woman talked to the princess frequently and paid her compliments.,The woman always mentioned the king remarrying.,,,,,
13,local,3,causal relationship,,Why did the king's daughter believe the woman?,implicit,She was a child.,She was naive.,,,,,
14,local,4,action,,What did the princess beg her father to do?,explicit,to marry the good court lady,,,,,,
15,summary,"1,4",causal relationship,,Why did the king not want to marry the good court lady?,implicit,He loved his late wife.,He missed his late wife.,,,,,
16,local,4,action,,What did the princess promise her father?,explicit,not let a single lament or complaint each the king's ears,,,,,,
17,local,4,character,,What would the court lady become when she marries the king?,explicit,queen of the whole country,,,,,,
18,local,5,character,,What were the queen's daughters like?,explicit,"homely, evil of disposition, and no one knew any good of them",,,,,,
19,local,5,causal relationship,,Why did no youths take interest in the queen's daughters?,explicit,"They were homely, evil of disposition, and no one knew any good of them.",,,,,,
20,local,5,feeling,,How did the queen feel when no one was interested in her daughters?,explicit,very angry,,,,,,
