question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,How were three brothers left destitute?,explicit,by the death of their parents,,,,,,
2,local,1,causal relationship,,Why did the brothers have no neighbors to lend them a helping hand?,explicit,"The father had withdrawn many years before from the body of the tribe, and had lived ever since in a solitary place.",,,,,,
3,local,1,action,,What did the brothers acquire in the course of time?,explicit,a knowledge of hunting and the pursuit of game,,,,,,
4,local,1,character,,Who was the expert in the craft of the forest?,explicit,the eldest,,,,,,
5,local,1,causal relationship,,Why did the eldest instruct his brothers?,explicit,so that each should become a master over a particular animal which was assigned to him,,,,,,
6,local,2,outcome resolution,,What happened after the two younger brothers were able to hunt and take care of themselves?,explicit,"The elder proposed to leave them and to go in search of the world, promising to return as soon as he could procure them wives.",,,,,,
7,local,2,character,,Who was the second brother?,explicit,Jeekewis,,,,,,
8,local,2,action,,What did the brothers agree to do?,explicit,kill each a male of that kind of animal,,,,,,
9,summary,"1,2",action,,What animal did each brother kill?,explicit,a particular animal which was assigned to him,,,,,,
10,local,2,prediction,outcome resolution,What will happen to the quivers once they are prepared?,explicit,They will be straightway filled with arrows.,,,,,,
11,local,3,prediction,outcome resolution,What will happen if a brother wins the wager?,explicit,He will have the privilege of acting as entertainer to the others.,,,,,,
12,local,3,character,,Who was not allowed to kill a bear?,explicit,Maidwa,,,,,,
13,local,3,outcome resolution,,What happened to Maidwa after he rubbed his eyes?,explicit,"The red hue still crimsoned the air, and tinged every object that he looked on--the tree-tops, the river that flowed, and the deer that glided away along the edge of the forest--with its delicate splendor.",,,,,,
14,local,4,setting,,Where did Maidwa follow the sound to?,explicit,the shore of a lake,,,,,,
15,local,4,outcome resolution,,What happened to the arrow after Maidwa discharged the shaft?,explicit,took no effect,,,,,,
16,local,4,causal relationship,,Why did Maidwa keep shooting at the swan?,explicit,He longed to possess so glorious a creature.,,,,,,
17,local,4,action,,What did Maidwa see at a distance?,explicit,a most beautiful Red Swan,,,,,,
18,local,5,action,,What did Maidwa remember his elder brother saying?,explicit,In their deceased father's medicine-sack were three magic arrows.,,,,,,
19,local,5,character,,Who did the father bequeath the arrows to?,explicit,Maidwa,,,,,,
20,local,5,action,,What did Maidwa fear?,explicit,The swan must by this time have taken wing.,,,,,,
21,summary,"5,6",causal relationship,,Why was Maidwa surprised?,explicit,"Instead of seeing it droop its neck and drift to the shore, the Red Swan flapped its wings, rose slowly, and flew off with a majestic motion toward the falling sun.",,,,,,
22,local,6,causal relationship,,Why was Maidwa not able to rescue the third magic arrow?,explicit,The third was borne off.,,,,,,
23,local,6,action,,What did Maidwa hope to be?,explicit,master of the swan,,,,,,
24,local,6,action,,What were the people doing when Maidwa saw them?,explicit,felling trees,,,,,,
25,local,7,character,,Who gave notice of the approach of friends or foes?,explicit,the watchman,,,,,,
26,local,7,action,,What did the chief instruct his daughter to do if the moccasins were torn?,explicit,mend them and bring in Maidwa's bundle,,,,,,
27,summary,"7,8",causal relationship,,Why did Maidwa feel strange?,explicit,He was so warmly received.,He was married instantly against his own wishes.,very few questions were put to him,,,,
28,local,8,outcome resolution,,What happened after the daughter tried to reach for the moccasins?,explicit,Maidwa snatched them from her hand and hung them up himself.,,,,,,
29,local,8,action,,How did Maidwa pass the day?,explicit,running,,,,,,
30,local,8,setting,,Where did Maidwa think he saw a faint red light?,explicit,far over in the west,,,,,,
31,local,9,action,,What did Maidwa ask the young woman?,explicit,at what time the Red Swan passed,,,,,,
32,local,9,outcome resolution,,What happened after Maidwa tried his speed by shooting an arrow ahead and running after it?,explicit,The arrow fell behind him.,,,,,,
33,local,9,setting,,Where did Maidwa see light emitted from?,explicit,a small low lodge,,,,,,
34,local,9,character,,Who did Maidwa discover in the lodge?,explicit,an old man,,,,,,
35,local,9,action,,What was the old man doing when Maidwa discovered him?,explicit,warming his back before the fire,,,,,,
36,local,10,action,,What did the old man put into the pot?,explicit,one grain of corn,one of whortleberry,,,,,
37,local,11,causal relationship,,Why was Maidwa surprised after emptying the pot a second time?,explicit,It was still again filled and refilled till his hunger was entirely satisfied.,,,,,,
38,local,11,causal relationship,,Why did Maidwa feel ashamed?,explicit,He helped himself to all that was in the pot.,,,,,,
