question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who lived in the depth of a forest?,explicit,an old man,,,,,,
2,local,1,causal relationship,,"Why did the child have no parents, brothers, or sisters?",explicit,They had all been destroyed by six large giants.,,,,,,
3,local,1,action,,What did the grandfather give the child as soon as he could play about?,explicit,a bow and arrows,,,,,,
4,local,1,setting,,Where did the boy see a rabbit?,explicit,the edge of the woods,,,,,,
5,local,2,outcome resolution,,What happened after the grandfather told the boy about the rabbit?,explicit,"The boy went out again and brought home the little animal, which he asked his grandfather to boil, that they might feast on it.",,,,,,
6,local,2,action,,How did the boy become an expert hunter?,explicit,His grandfather encouraged him to acquire the knowledge of hunting until he could kill deer and larger kinds of game.,,,,,,
7,local,2,causal relationship,,Why did the curiosity of the stripling excited to know what was passing in the world?,explicit,"The boy and his grandfather lived alone, and away from other Indians.",,,,,,
8,local,2,setting,,Where did the boy see ashes like those at his grandfather's lodge and lodge-poles?,explicit,the edge of a prairie,,,,,,
9,local,3,action,,What did the voice say the boy was destined to be?,explicit,wearer of the White Feather,,,,,,
10,local,3,action,,What did the voice-spirit tell the boy to throw when he meets his enemy?,explicit,a vine,,,,,,
11,local,3,causal relationship,prediction,Why will the enemy not see the vine?,explicit,The vine is enchanted.,,,,,,
12,local,4,character,,Who did the boy see long before the speech ended?,explicit,a man,,,,,,
13,local,4,causal relationship,,Why was the boy astonished to behold a man?,explicit,He had never seen any human being beside his grandfather.,,,,,,
14,local,4,outcome resolution,,What happened after the boy advanced to the spot whence the voice-spirit had addressed him?,explicit,The voice-spirit was gone.,,,,,,
15,local,4,feeling,,How did the old man feel when he saw the youth with a white feather on his forehead?,explicit,surprised,,,,,,
16,local,4,causal relationship,,Why did the old man bitterly bewailed the hour?,explicit,He should lose control of his charge had begun.,,,,,,
17,local,4,outcome resolution,,What happened after the young man had the three magic gifts?,explicit,"The young man departed the next morning, to seek his enemies, and to demand revenge.",,,,,,
18,local,5,setting,,Where did the six giants live?,explicit,in a very high lodge in the middle of a wood,,,,,,
19,local,5,action,,What did the giants do when they saw the young man drawing near?,explicit,gave a cry of joy,,,,,,
20,local,5,causal relationship,,Why did the giants speak to White Feather fairly?,explicit,"Their object was to encourage him, so that he would be bold to engage in some fool-hardy trial of strength.",,,,,,
21,local,5,action,,How did White Feather win the first race?,explicit,by a dexterous use of the vine,,,,,,
22,local,5,outcome resolution,,What happened after White Feather defeated the first giant?,explicit,White feather struck down his competitor and cut off his head.,,,,,,
23,summary,"5,6",outcome resolution,prediction,What will happen to the giants when White Feather defeats them?,explicit,They will be killed and beheaded.,,,,,,
24,local,6,causal relationship,,Why did White Feather declined the last giant's proposal?,explicit,He preferred to keep the heads as trophies of his victory.,,,,,,
25,local,6,character,,Who did White Feather meet with before going to the giant's lodge?,explicit,his old counselor,,,,,,
26,local,6,action,,What did the old counselor tell White Feather regarding being deceived?,explicit,White Feather was about to be deceived.,"White Feather had never known any other sex but his own, but that as he went on his way to the lodge he would meet the most beautiful woman in the world.",,,,,
27,summary,"6,7",causal relationship,,Why did White Feather become an elk?,explicit,He must wish himself changed into an elk.,,,,,,
28,local,7,causal relationship,,Why did the woman want to see White Feather and become his wife?,explicit,She heard of his great achievements and admired him very much.,,,,,,
29,local,7,character,,Who was the woman that was foretold to White Feather?,explicit,the sixth giant,,,,,,
30,local,7,outcome resolution,,What happened after White Feather resumed his natural shape?,explicit,"White Feather and the woman sat down together, and he began to caress and to make love to her.",,,,,,
31,local,7,action,,How did the sixth giant assure herself White Feather was asleep?,explicit,She pushed his head aside.,,,,,,
32,local,7,action,,What did the sixth giant change White Feather into?,explicit,a dog,,,,,,
33,local,8,character,,Who wanted to win White Feather's affections?,explicit,two sisters,the daughters of a chief,,,,,
34,local,8,action,,What did the two sisters do to engage White Feather's affections?,explicit,Each built a lodge in the border of the village encampment.,,,,,,
35,local,8,causal relationship,,Why did the giant return with nothing but himself?,explicit,He supposed that whoever possessed the white feather possessed also all its virtues.,He scared the game away.,"He had shouted so lustily all day long that he had been even obliged to leave the mighty halloo, with which he had set out, behind.",,,,
36,local,9,setting,,Where did the dog go hunting?,explicit,the banks of a river,,,,,,
37,local,9,outcome resolution,,What happened after the dog drew out a stone?,explicit,The stone instantly became a beaver.,,,,,,
38,local,9,feeling,,How did the giant feel when his stone turned into a fat beaver?,explicit,delighted,,,,,,
39,local,9,action,,What did the wife return with?,explicit,"the girdle, with nothing tied to it but a stone",,,,,,
40,local,11,outcome resolution,,What happened after the eldest sister's husband started for the hunt?,explicit,The eldest sister set out.,,,,,,
41,local,11,causal relationship,,Why did the youngest sister build a lodge and fill it with heated stones?,explicit,The dog made signs to his mistress to sweat him after the manner of the Indians.,,,,,,
42,local,12,outcome resolution,,What happened to the dog after he was completely sweated away?,explicit,It came out a very handsome young man.,,,,,,
43,local,12,action,,What did the sweating-lodge take away along with the dog?,explicit,the voice,,,,,,
44,local,12,action,,What did the eldest sister forget to say?,explicit,any thing of the sticks and stones which her own husband brought home for bears and beavers,,,,,,
45,local,12,causal relationship,,Why did the old man suspect there was magic in the house?,explicit,His youngest daughter was supporting an idle dog and entertaining him as her husband.,,,,,,
46,local,12,character,,Who thrusted himself in among the relations of the old chief?,explicit,the sixth giant,,,,,,
47,local,13,causal relationship,,Why did the old chief fill his pipe and passed it to the Indians around?,explicit,to see if any thing would happen when they smoked,,,,,,
48,local,13,action,,What did the Dog do when the pipe came to him?,explicit,made a sign that it should be handed first to the giant,,,,,,
49,local,13,character,,Who was one of the best-hearted magicians that ever lived?,explicit,the old chief,,,,,,
50,local,13,action,,What did the old chief order to happen to the giant?,explicit,"The giant should be transformed into a dog, and turned into the middle of the village, where the boys should pelt him to death with clubs.",,,,,,
51,local,13,action,,What did White Feather request?,explicit,a buffalo robe,,,,,,
52,summary,"13,14",causal relationship,,Why did White Feather tell the young men to make arrows?,explicit,to accompany him to a buffalo hunt,,,,,,
53,local,14,outcome resolution,,What happened after the Indians went hunting for buffalo?,explicit,The Indians had a grand festival in honor of White Feather's triumph over the giants.,,,,,,
58,local,2,feeling,prediction,How will the grandfather feel when the boy successfully hunts the rabbit?,implicit,happy,proud,pleased,,,,
59,summary,"2,3",causal relationship,,Why did the grandfather think the boy was losing his senses?,implicit,They lived alone.,He did not believe people could live near them.,,,,,
60,summary,"1,3,4",causal relationship,,Why did the young man demand revenge?,implicit,His family was killed by giants.,He was destined to do great things.,,,,,
61,local,5,feeling,prediction,How will the young man feel when the giants treat him well?,implicit,confused,surprised,unsure,,,,
62,summary,"7,8",causal relationship,,Why did the giant take the plume from White Feather?,implicit,to take White Feather's form,to deceive the two sisters,,,,,
63,local,9,causal relationship,,Why did the giant watch the dog draw out a stone?,implicit,The giant wanted to know how the dog got a beaver.,The giant wanted a beaver.,,,,,
64,summary,"9,10",causal relationship,,Why did the giant's hunts come back as objects and not animals?,implicit,The giant was not the White Feather.,The giant was delusional.,The giant never caught the hunt in the first place.,,,,
65,summary,"9,10,11",action,,How did the eldest sister figure out that her husband was not really who he claimed to be?,implicit,The virtues of the magic plume were not the personal property of the noisy giant.,The dog was more successful in the hunt than her husband.,,,,,
66,local,12,causal relationship,,Why was the old chief no less surprised at the dog's change?,implicit,The dog was enchanted.,The youngest daughter treated the dog like a husband.,The chief knew magic.,,,,
67,summary,"13,14",feeling,prediction,How will the Indians feel about hunting as many buffalos as they pleased?,implicit,happy,excited,honored,,,,
