question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was the only son of an old man?,explicit,Iadilla,,,,,,
2,local,1,feeling,,How did the old man feel about his son reaching the age to make the long and final fast?,explicit,ambitious,,,,,,
3,local,1,causal relationship,,Why did the old man think it was necessary to make Iadilla fast much longer than any of those renowned for their power or wisdom?,explicit,The old man wanted to accomplish his wish.,The father was ambitious that his son should surpass all others in whatever was deemed wisest and greatest among his people.,,,,,
4,local,1,action,,What did the old man direct his son to do?,explicit,prepare with great ceremony for the important event,,,,,,
5,local,1,causal relationship,,Why was Iadilla in the sweating-lodge and bath several times?,explicit,to prepare and purify him for communion with his good spirit,,,,,,
6,local,1,outcome resolution,,What happened to Iadilla after he visited the sweating-lodge and bath?,explicit,He was ordered to lie down upon a clean mat in a little lodge expressly provided for him.,,,,,,
7,local,1,action,,What did the old man promise Iadilla after twelve days of fasting?,explicit,Iadilla would receive food and the blessing of his father.,,,,,,
8,local,2,action,,What did the father do every morning?,explicit,came to the door of the little lodge and encouraged Iadilla to persevere,,,,,,
9,local,2,action,,How did Iadilla respond to the glowing words of promise and glory?,explicit,"He never replied, but he laid without the least sign of discontent or murmuring.",,,,,,
10,local,3,outcome resolution,prediction,What will happen if Iadilla breaks his fast?,explicit,glory will depart,,,,,,
11,local,3,action,,How did the father respond to Iadilla's second request?,explicit,as he had the day before,,,,,,
12,local,3,action,,How could one tell that Iadilla was still living?,explicit,by the gentle heaving of his breast,,,,,,
13,local,4,feeling,,How did the father feel the next morning?,explicit,delighted,,,,,,
14,local,4,causal relationship,,Why was the father surprised when he came to the door of the little lodge?,explicit,He heard his son talking to himself.,,,,,,
15,local,4,action,,What did Iadilla to do his breast?,explicit,painted with vermilion over all his breast,,,,,,
16,local,4,action,,How did the father destroy Iadilla's fortune?,explicit,The father would not listen to Iadilla's requests.,The father urged Iadilla beyond his tender strength.,,,,,
17,local,5,feeling,,How did the robin feel when it looked down upon its father?,explicit,pity,,,,,,
18,summary,"4,6",action,prediction,How will Iadilla be forever happy in his new state?,explicit,"He shall always be the friend of men, and keep near their dwellings.",,,,,,
19,local,6,action,,What did Iadilla say his daily aim would be?,explicit,to make his father amends for it as a harbinger of peace and joy,,,,,,
20,local,6,action,prediction,How will Iadilla compensate his father's loss of glory?,explicit,"Iadilla will cheer his father by his songs, and strive to inspire in others the joy and lightsomeness of heart he feels in his present state.",,,,,,
21,local,6,setting,,Where did Iadilla fly away to?,explicit,a neighboring wood,,,,,,
22,local,6,outcome resolution,,What did Iadilla do after he caroled one of his sweetest songs?,explicit,flew away into a neighboring wood,,,,,,
23,summary,"3,6",action,,How did Iadilla fail to gratify his father's wishes as a warrior?,implicit,Iadilla did not become a star among the chieftains and the beloved of battle.,,,,,,
24,summary,"2,3",action,,How did the father support his son's fast?,explicit,encouraged him to persevere,,,,,,
25,local,5,outcome resolution,,What happened after the old man broke in?,explicit,"The young man, with the quickness of a bird, flew to the top of the lodge and perched himself on the highest pole.",,,,,,
26,local,2,causal relationship,,Why did Iadilla's dreams forbade evil?,implicit,He had fasted for nine days.,He was hungry.,He had no food.,,,,
27,local,2,feeling,prediction,How will Iadilla feel on the ninth day of his fast?,implicit,hungry,discontent,scared,,,,
28,local,3,causal relationship,,Why did the father encourage Iadilla to persevere?,implicit,It was for Iadilla's glory.,Iadilla only had three days left.,He did not want Iadilla to shame him.,,,,
29,local,3,causal relationship,,Why did Iadilla moan?,implicit,He was hungry.,His father would not let him break his fast.,He wanted to stop the fast.,,,,
30,local,4,feeling,prediction,How will Iadilla feel towards his father?,implicit,hatred,anger,vengeful,,,,
31,summary,"4,5,6",action,prediction,How will Iadilla make his father suffer?,implicit,Iadilla will leave his father.,Iadilla will not listen to his father's request.,,,,,
32,summary,"4,5",action,prediction,What will Iadilla's new shape be?,implicit,a robin-red-breast,a guardian spirit,,,,,
33,summary,"4,5,6",feeling,prediction,How will the father feel after Iadilla flies away?,implicit,remorseful,sad,alone,,,,
34,summary,"3,4,5",causal relationship,,Why will the father be the lone sufferer?,implicit,His father would lose his only son.,Iadilla will not have his glory as a warrior.,,,,,
